track_name,track_artist,track_popularity,id,playlist_genre,uri,duration_ms,acousticness,energy
2AM,BigXthaPlug,69,26TX1oZbaDeKxfTYDclSAo,hip-hop,spotify:track:26TX1oZbaDeKxfTYDclSAo,184294,0.0439,0.681
It's Up (feat. Young Thug & 21 Savage),"Drake, Young Thug, 21 Savage",76,1qIwin7JMVuX70qN6wD8ww,hip-hop,spotify:track:1qIwin7JMVuX70qN6wD8ww,278001,0.0264,0.723
The Viper,BabyChiefDoit,68,2JapCT0xikq6Fy1PQiJz1C,hip-hop,spotify:track:2JapCT0xikq6Fy1PQiJz1C,150997,0.0111,0.831
Brokey,Latto,70,1JF8LkQWZ8grXb2emqrNKn,hip-hop,spotify:track:1JF8LkQWZ8grXb2emqrNKn,217613,0.0366,0.525
25,Rod Wave,76,0U60hgxzGit7juEuHul2y3,hip-hop,spotify:track:0U60hgxzGit7juEuHul2y3,180000,0.286,0.5
Or What,"NLE Choppa, 41, Kyle Richh",77,3lUYO6zvXI88sNDpyKvIJ2,hip-hop,spotify:track:3lUYO6zvXI88sNDpyKvIJ2,199165,0.116,0.586
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",84,28drn6tQo95MRvO0jQEo5C,hip-hop,spotify:track:28drn6tQo95MRvO0jQEo5C,228267,0.0215,0.552
Not Like Us,Kendrick Lamar,88,6AI3ezQ4o3HUoP6Dhudph3,hip-hop,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,274192,0.0107,0.472
Thought I Was Dead (feat. ScHoolboy Q & Santigold),"Tyler, The Creator, ScHoolboy Q, Santigold",85,2aYHxnMF2umAavtgBvmkY1,hip-hop,spotify:track:2aYHxnMF2umAavtgBvmkY1,207273,0.362,0.859
FIELD TRIP,"¥$, Playboi Carti, Don Toliver, Kodak Black",72,3lCb7ZYE3Fvie4JOPqpXfY,hip-hop,spotify:track:3lCb7ZYE3Fvie4JOPqpXfY,167229,0.054,0.685
TEFLON DON,Future,74,2jnezASa7o0lP6aif6VrIf,hip-hop,spotify:track:2jnezASa7o0lP6aif6VrIf,159894,0.00349,0.578
Circadian Rhythm,Drake,79,1eroCliWpJrEu1V7VSObcO,hip-hop,spotify:track:1eroCliWpJrEu1V7VSObcO,126356,0.193,0.574
The Largest,BigXthaPlug,68,1F5Qp0SJS0QUfqIoQggrLz,hip-hop,spotify:track:1F5Qp0SJS0QUfqIoQggrLz,132338,0.0678,0.867
Light Year (Practice),Lil Uzi Vert,73,3NE6g9h77FZbQqCLzUpGRt,hip-hop,spotify:track:3NE6g9h77FZbQqCLzUpGRt,164366,0.0153,0.692
Blow for Blow (feat. J. Cole),"Tee Grizzley, J. Cole",69,3rXlcLZk3MCaRPND5g9QiW,hip-hop,spotify:track:3rXlcLZk3MCaRPND5g9QiW,210286,0.0731,0.478
Rah Tah Tah,"Tyler, The Creator",87,5RePVWy39tLpHH0WwXgBsK,hip-hop,spotify:track:5RePVWy39tLpHH0WwXgBsK,165413,0.00289,0.878
Both Ways,Juice WRLD,73,2FRc9wqgIjg2E3bH13ww6U,hip-hop,spotify:track:2FRc9wqgIjg2E3bH13ww6U,197428,0.269,0.396
NISSAN ALTIMA,Doechii,72,2dKkVF2m160z0RNDN2dddc,hip-hop,spotify:track:2dKkVF2m160z0RNDN2dddc,126832,0.0988,0.711
Tailor Swif,A$AP Rocky,74,5xMjhZKSo8yh5r9b5vrYRr,hip-hop,spotify:track:5xMjhZKSo8yh5r9b5vrYRr,155391,0.149,0.527
GEEK TIMË,Yeat,72,32ioWMgkyA6mFcXJMggBoz,hip-hop,spotify:track:32ioWMgkyA6mFcXJMggBoz,170188,0.0066,0.752
Many Men (Wish Death),50 Cent,71,2I9foKseoFQh07p6sD2voE,hip-hop,spotify:track:2I9foKseoFQh07p6sD2voE,256227,0.0153,0.826
Not Like Us,Kendrick Lamar,88,6AI3ezQ4o3HUoP6Dhudph3,hip-hop,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,274192,0.0107,0.472
BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",81,7iabz12vAuVQYyekFIWJxD,hip-hop,spotify:track:7iabz12vAuVQYyekFIWJxD,140733,0.359,0.764
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",84,28drn6tQo95MRvO0jQEo5C,hip-hop,spotify:track:28drn6tQo95MRvO0jQEo5C,228267,0.0215,0.552
"Bent (with Kyle Richh, Jenn Carter & TaTa)","41, Kyle Richh, Jenn Carter, TaTa",68,1haa8GXT0cl9wzRnpZG0YH,hip-hop,spotify:track:1haa8GXT0cl9wzRnpZG0YH,171198,0.398,0.632
Dior,Pop Smoke,76,79s5XnCN4TJKTVMSmOx8Ep,hip-hop,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,216387,0.212,0.805
SAY MY GRACE (feat. Travis Scott),"Offset, Travis Scott",70,2Gk6fi0dqt91NKvlzGsmm7,hip-hop,spotify:track:2Gk6fi0dqt91NKvlzGsmm7,173253,0.0648,0.631
6locc 6a6y,Lil Loaded,69,3WCXvxgQ7U3mznWsQjiEMu,hip-hop,spotify:track:3WCXvxgQ7U3mznWsQjiEMu,131286,0.296,0.702
All My Life (feat. J. Cole),"Lil Durk, J. Cole",69,6HgWWaMu31KdOpEG5l28BG,hip-hop,spotify:track:6HgWWaMu31KdOpEG5l28BG,223879,0.0449,0.57
Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",79,0vjeOZ3Ft5jvAi9SBFJm1j,hip-hop,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,182667,0.138,0.583
Took Her To The O,King Von,78,7fEoXCZTZFosUFvFQg1BmW,hip-hop,spotify:track:7fEoXCZTZFosUFvFQg1BmW,196180,0.0149,0.592
Loading,Central Cee,70,4vzJrkfHbCGaodPA5RY5BV,hip-hop,spotify:track:4vzJrkfHbCGaodPA5RY5BV,173333,0.732,0.68
née-nah,"21 Savage, Travis Scott, Metro Boomin",73,2yUzr8Sr6ldG8vmHhZwTnz,hip-hop,spotify:track:2yUzr8Sr6ldG8vmHhZwTnz,220584,0.00465,0.758
Love Sosa,Chief Keef,77,01Lr5YepbgjXAWR9iOEyH1,hip-hop,spotify:track:01Lr5YepbgjXAWR9iOEyH1,246213,0.0361,0.413
Drankin N Smokin,"Future, Lil Uzi Vert",70,0k7wmahjkn389wAZdz19Cv,hip-hop,spotify:track:0k7wmahjkn389wAZdz19Cv,213520,0.0421,0.658
Invincible,Pop Smoke,71,792HwhrdO3ErRKL5yRe4Ge,hip-hop,spotify:track:792HwhrdO3ErRKL5yRe4Ge,127547,0.125,0.732
GATTI,"JACKBOYS, Pop Smoke, Travis Scott",69,40mjsnRjCpycdUw3xhS20g,hip-hop,spotify:track:40mjsnRjCpycdUw3xhS20g,181145,0.135,0.676
The Woo (feat. 50 Cent & Roddy Ricch),"Pop Smoke, 50 Cent, Roddy Ricch",68,1H7KnK26kc1YyellpbINEn,hip-hop,spotify:track:1H7KnK26kc1YyellpbINEn,201600,0.0221,0.618
Neva Cared,Polo G,68,3UnYMo1aeD0o8VtHy3R8cs,hip-hop,spotify:track:3UnYMo1aeD0o8VtHy3R8cs,186000,0.0213,0.35
Mr. Glock,Key Glock,70,1ipSpQfzBbhPFhYm6tfVIz,hip-hop,spotify:track:1ipSpQfzBbhPFhYm6tfVIz,146880,0.002,0.946
Runnin,"21 Savage, Metro Boomin",78,5SWnsxjhdcEDc7LJjq9UHk,hip-hop,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,195906,0.00748,0.626
Armed & Dangerous,King Von,72,2297mxrYLBAC4XkhXs39If,hip-hop,spotify:track:2297mxrYLBAC4XkhXs39If,122680,0.152,0.592
Coffin,Lil Yachty,70,5vDNippoMr52KpXBO9b9KQ,hip-hop,spotify:track:5vDNippoMr52KpXBO9b9KQ,89536,0.0241,0.547
Ready (feat. Gunna),"Lil Baby, Gunna",69,4F6yN5FsFW10Ucx7cLCzBh,hip-hop,spotify:track:4F6yN5FsFW10Ucx7cLCzBh,213287,0.277,0.395
Russian Cream,Key Glock,69,03ThZweiBWFP8tOGsk6QMO,hip-hop,spotify:track:03ThZweiBWFP8tOGsk6QMO,142498,0.11,0.774
Wants and Needs (feat. Lil Baby),"Drake, Lil Baby",73,65OVbaJR5O1RmwOQx0875b,hip-hop,spotify:track:65OVbaJR5O1RmwOQx0875b,192956,0.0618,0.449
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",80,3F5CgOj3wFlRv51JsHbxhe,hip-hop,spotify:track:3F5CgOj3wFlRv51JsHbxhe,218365,0.000307,0.673
"Crazy Story, Pt. 3",King Von,75,23TwR29GSeJBfXnXhmDlwR,hip-hop,spotify:track:23TwR29GSeJBfXnXhmDlwR,191399,0.00165,0.73
Pure Cocaine,Lil Baby,77,577YBGuskWkVDCxZrLRB4v,hip-hop,spotify:track:577YBGuskWkVDCxZrLRB4v,154024,0.00127,0.487
Ambition For Cash,Key Glock,73,4mIHgQ3ofK2RK34UdbqMbe,hip-hop,spotify:track:4mIHgQ3ofK2RK34UdbqMbe,143480,0.0115,0.732
family ties (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",79,3QFInJAm9eyaho5vBzxInN,hip-hop,spotify:track:3QFInJAm9eyaho5vBzxInN,252262,0.00588,0.611
Glock In My Lap,"21 Savage, Metro Boomin",80,6pcywuOeGGWeOQzdUyti6k,hip-hop,spotify:track:6pcywuOeGGWeOQzdUyti6k,193591,0.00574,0.733
3 Headed Goat (feat. Lil Baby & Polo G),"Lil Durk, Lil Baby, Polo G",68,6Tguhaf2uAe6OjRLsR2Tql,hip-hop,spotify:track:6Tguhaf2uAe6OjRLsR2Tql,169532,0.269,0.48
Run It Up (feat. Offset & Moneybagg Yo),"Lil Tjay, Offset, Moneybagg Yo",71,1dg3qy5DjoJodawfOCgrTP,hip-hop,spotify:track:1dg3qy5DjoJodawfOCgrTP,232048,0.415,0.575
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"DJ Khaled, Lil Baby, Lil Durk",70,1EJIcDYXwSqipW5dFe4uJz,hip-hop,spotify:track:1EJIcDYXwSqipW5dFe4uJz,236524,0.000866,0.727
Sticky,Drake,68,4rmVZajAF7PkrCagGPHbqa,hip-hop,spotify:track:4rmVZajAF7PkrCagGPHbqa,243228,0.0917,0.495
Mask Off,Future,81,0VgkVdmE4gld66l8iyGjgx,hip-hop,spotify:track:0VgkVdmE4gld66l8iyGjgx,204600,0.0102,0.434
On Me,Lil Baby,70,4Iedi94TIaB2GGb1nMB68v,hip-hop,spotify:track:4Iedi94TIaB2GGb1nMB68v,135960,0.00327,0.564
N95,Kendrick Lamar,75,0fX4oNGBWO3dSGUZcVdVV2,hip-hop,spotify:track:0fX4oNGBWO3dSGUZcVdVV2,195950,0.377,0.67
Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin, Young Thug",75,3ruoIF2UnoXdzK8mR61ebq,hip-hop,spotify:track:3ruoIF2UnoXdzK8mR61ebq,190331,0.349,0.733
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",78,1udwFobQ1JoOdWPQrp2b6u,hip-hop,spotify:track:1udwFobQ1JoOdWPQrp2b6u,229938,0.164,0.567
Mask Off,Future,81,0VgkVdmE4gld66l8iyGjgx,hip-hop,spotify:track:0VgkVdmE4gld66l8iyGjgx,204600,0.0102,0.434
Imagina esse Cenário,"Matuê, Veigh",75,2fjqfFUq64thFsqfKN01kS,hip-hop,spotify:track:2fjqfFUq64thFsqfKN01kS,155368,0.314,0.665
Yes Indeed,"Lil Baby, Drake",75,6vN77lE9LK6HP2DewaN6HZ,hip-hop,spotify:track:6vN77lE9LK6HP2DewaN6HZ,142273,0.0355,0.346
Wake Up & Bake Up,"Duki, Wiz Khalifa, Arcángel",72,7MBHncxZXB7fzf5cAx8C05,hip-hop,spotify:track:7MBHncxZXB7fzf5cAx8C05,206031,0.0174,0.577
M4,"Teto, Matuê",68,07AQkmp456NpEnT8HR7WLy,hip-hop,spotify:track:07AQkmp456NpEnT8HR7WLy,170000,0.08,0.59
Diablita (feat. Anuel AA & Baby Rasta),"Trap Capos, Noriel, Anuel AA, Baby Rasta",70,62NeZ2Vtrz5HgtQibleMNs,hip-hop,spotify:track:62NeZ2Vtrz5HgtQibleMNs,213613,0.407,0.631
Love Sosa,Chief Keef,77,01Lr5YepbgjXAWR9iOEyH1,hip-hop,spotify:track:01Lr5YepbgjXAWR9iOEyH1,246213,0.0361,0.413
Tessera sanitaria (feat. Nerissima Serpe & Papa V),"Night Skinny, Nerissima Serpe, Papa V",69,5JgTIfS7FfSE9tuebzX8HC,hip-hop,spotify:track:5JgTIfS7FfSE9tuebzX8HC,204668,0.14,0.822
Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert",70,0M9ydKzuF3oZTfYYPfaGX1,hip-hop,spotify:track:0M9ydKzuF3oZTfYYPfaGX1,343150,0.0611,0.666
That Go! (feat. T-Shyne),"Young Stoner Life, Young Thug, Meek Mill, T-Shyne",72,6rUmUJ2drFemHTH73bFAKQ,hip-hop,spotify:track:6rUmUJ2drFemHTH73bFAKQ,226400,0.00669,0.575
Me Acostumbre (feat. Bad Bunny),"Arcángel, Bad Bunny",68,2FIm6YsSGL5acOqSuJDh5s,hip-hop,spotify:track:2FIm6YsSGL5acOqSuJDh5s,263288,0.641,0.586
Like That,"Future, Metro Boomin, Kendrick Lamar",83,2tudvzsrR56uom6smgOcSf,hip-hop,spotify:track:2tudvzsrR56uom6smgOcSf,267707,0.00709,0.676
Castlevania,Matuê,70,3Kh5a6vXMiJtC35jMEfmyy,hip-hop,spotify:track:3Kh5a6vXMiJtC35jMEfmyy,230182,0.0168,0.928
We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg",70,6gxKUmycQX7uyMwJcweFjp,hip-hop,spotify:track:6gxKUmycQX7uyMwJcweFjp,181929,0.135,0.542
Brindis,"Duki, Headie One",73,1Bb422wJR14f7sA77gGs0V,hip-hop,spotify:track:1Bb422wJR14f7sA77gGs0V,179556,0.225,0.637
Pa Ti,"Bad Bunny, Bryant Myers",72,2QrGCbW0ylj94JfkgLZFlA,hip-hop,spotify:track:2QrGCbW0ylj94JfkgLZFlA,191295,0.348,0.718
Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,"Trap Capos, Noriel, Bad Bunny, Almighty",70,2sA4woGW5KgEgGXXxOKPAZ,hip-hop,spotify:track:2sA4woGW5KgEgGXXxOKPAZ,295304,0.289,0.748
Tu Me Enamoraste - Remix,"Lary Over, Anuel, Bryant Myers, Almighty, Brytiago",69,7b6QP0Pz2sqyW7yyXodpm6,hip-hop,spotify:track:7b6QP0Pz2sqyW7yyXodpm6,341135,0.25,0.536
Nena Maldición (feat. Lenny Tavárez),"Paulo Londra, Lenny Tavárez",73,77dMSg2VHi2wwXjXNrmcrZ,hip-hop,spotify:track:77dMSg2VHi2wwXjXNrmcrZ,227518,0.192,0.531
PUFFIN ON ZOOTIEZ,Future,77,1qMMYpVatbRITKCfq1gasi,hip-hop,spotify:track:1qMMYpVatbRITKCfq1gasi,172933,0.0603,0.657
1993,Matuê,73,6QsHhB0W9GtLF3cI7mUVkQ,hip-hop,spotify:track:6QsHhB0W9GtLF3cI7mUVkQ,127826,0.455,0.88
Going Bad (feat. Drake),"Meek Mill, Drake",74,2IRZnDFmlqMuOrYOLnZZyc,hip-hop,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,180522,0.259,0.496
Un Día Más,"Duki, YSY A",71,2m3v40xGeLVqnQvAwx5rdi,hip-hop,spotify:track:2m3v40xGeLVqnQvAwx5rdi,165773,0.404,0.708
De las 2 (feat. Bad Bunny & Arcángel),"Trap Capos, Noriel, Bad Bunny, Arcángel",69,4DS7HoqrKq1dDjeYOKBlu9,hip-hop,spotify:track:4DS7HoqrKq1dDjeYOKBlu9,260493,0.71,0.696
Un Ratito Mas,"Bryant Myers, Bad Bunny",68,2SzgK8i6si6ETtu57nTdSn,hip-hop,spotify:track:2SzgK8i6si6ETtu57nTdSn,283121,0.156,0.629
CANZONE D'ODIO (feat. Lil Baby),"Lazza, Lil Baby",73,4CNfC20TImtjdwN3dG0uCF,hip-hop,spotify:track:4CNfC20TImtjdwN3dG0uCF,162970,0.172,0.735
Deus Perdoa,"Filipe Ret, Dallass, Hunter",68,4tuFNhM69UakXdPg4RrNvp,hip-hop,spotify:track:4tuFNhM69UakXdPg4RrNvp,137143,0.403,0.671
Solo,Future,80,4lH6nENd1y81jp7Yt9lTBX,hip-hop,spotify:track:4lH6nENd1y81jp7Yt9lTBX,265996,0.0538,0.486
Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",79,0vjeOZ3Ft5jvAi9SBFJm1j,hip-hop,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,182667,0.138,0.583
Cómo Le Digo,"KHEA, Omar Varela, Asan",68,0K0soSt52EhMS9FohRObdK,hip-hop,spotify:track:0K0soSt52EhMS9FohRObdK,226101,0.181,0.385
Maturidade,"KayBlack, Wall Hein, AMUSIK",70,5RHOhXxMVhpEaBcG6hIydA,hip-hop,spotify:track:5RHOhXxMVhpEaBcG6hIydA,142026,0.509,0.411
Problemas de um Milionário,"WIU, Teto",70,0VybBobSYSzliyEJ1VqwGR,hip-hop,spotify:track:0VybBobSYSzliyEJ1VqwGR,144361,0.355,0.484
BOOKER T,Bad Bunny,72,26w9NTiE9NGjW1ZvIOd1So,hip-hop,spotify:track:26w9NTiE9NGjW1ZvIOd1So,156430,0.114,0.6
SICKO MODE,Travis Scott,81,2xLMifQCjDGFmkHkpNLD9h,hip-hop,spotify:track:2xLMifQCjDGFmkHkpNLD9h,312820,0.00513,0.73
Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",82,2Hh3ETdQKrmSI3QS0hme7g,hip-hop,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,199920,0.189,0.668
Me Ama Me Odia,"Revol, Ozuna, Cosculluela, Arcángel, Brytiago",71,6TZXBJLTIOX6DM6hwCsKw2,hip-hop,spotify:track:6TZXBJLTIOX6DM6hwCsKw2,326937,0.226,0.603
Hm Hm hm,Youka,68,1FEh2VLXCzHr4DhMLufrs5,afrobeats,spotify:track:1FEh2VLXCzHr4DhMLufrs5,131765,0.499,0.637
Kese (Dance),Wizkid,75,27durTCg4qj3qAbKsSVNX4,afrobeats,spotify:track:27durTCg4qj3qAbKsSVNX4,174053,0.142,0.874
Awuke,"Davido, YG Marley",76,6e0YUaVAfDxUabmybOjguy,afrobeats,spotify:track:6e0YUaVAfDxUabmybOjguy,172632,0.308,0.792
Favourite Girl (with Rema),"Darkoo, Rema",68,2irQkcW7o3v0tZoGZrtUsO,afrobeats,spotify:track:2irQkcW7o3v0tZoGZrtUsO,184249,0.372,0.812
Piece of My Heart (feat. Brent Faiyaz),"Wizkid, Brent Faiyaz",77,2nYeyMeqYDiFSYYtl2BWD6,afrobeats,spotify:track:2nYeyMeqYDiFSYYtl2BWD6,259354,0.252,0.648
PUSH 2 START,Tyla,78,1Cbl3Yq8rHo7hhDQmLQagU,afrobeats,spotify:track:1Cbl3Yq8rHo7hhDQmLQagU,156826,0.277,0.814
Fi Kan We Kan,"Bnxn, Rema",71,771KDfpsOtJPQmocQpMdkR,afrobeats,spotify:track:771KDfpsOtJPQmocQpMdkR,161379,0.109,0.683
MMS,"Asake, Wizkid",72,13VXuHw3O8Yt7VwRIDqSo4,afrobeats,spotify:track:13VXuHw3O8Yt7VwRIDqSo4,219628,0.677,0.634
Tu Boda,"Oscar Maydon, Fuerza Regida",93,1cOboCuWYI2osTOfolMRS6,latin,spotify:track:1cOboCuWYI2osTOfolMRS6,225881,0.496,0.651
Después De La 1,"Cris Mj, FloyyMenor, LOUKI",86,6PhRhocBXP4y7NpciGmzra,latin,spotify:track:6PhRhocBXP4y7NpciGmzra,177600,0.0303,0.581
Qué Pasaría...,"Rauw Alejandro, Bad Bunny",82,0l0vcZMU7AOeQmUIREoI2U,latin,spotify:track:0l0vcZMU7AOeQmUIREoI2U,182857,0.528,0.563
Imagínate,"Danny Ocean, Kapo",76,4zbEItKoaRId1vRZkoO0Uh,latin,spotify:track:4zbEItKoaRId1vRZkoO0Uh,170366,0.134,0.737
Kamikaze (feat. Victor Mendivil),"Natanael Cano, Uriel Gaxiola, Ganggy, Victor Mendivil",72,6fKvGaO8Dfntvx4thaXtak,latin,spotify:track:6fKvGaO8Dfntvx4thaXtak,248363,0.0843,0.662
NEL,Fuerza Regida,88,5AH31dDNgxCMGDdxubNNn4,latin,spotify:track:5AH31dDNgxCMGDdxubNNn4,149074,0.523,0.482
Si Antes Te Hubiera Conocido,KAROL G,93,6WatFBLVB0x077xWeoVc2k,latin,spotify:track:6WatFBLVB0x077xWeoVc2k,195824,0.446,0.668
DEPORTIVO,"Blessd, Anuel AA",72,0fKK51bU6lcCCwdNnv64t3,latin,spotify:track:0fKK51bU6lcCCwdNnv64t3,218701,0.534,0.762
SEXO ES LA MODA,"Maria Becerra, Yandel",74,4U80gkwi6Qk0fBRcDuzn3E,latin,spotify:track:4U80gkwi6Qk0fBRcDuzn3E,165901,0.183,0.718
+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",84,3mg9jYNC1NihbthlglzrWP,latin,spotify:track:3mg9jYNC1NihbthlglzrWP,298131,0.221,0.712
Khé?,"Rauw Alejandro, Romeo Santos",78,1YYfyJ2yCvGFCxwjsIqEK9,latin,spotify:track:1YYfyJ2yCvGFCxwjsIqEK9,206066,0.326,0.627
Ferxxoko,"Joyce Santana, Feid",72,12VjaTNEaCfDlvW1XPZTQ9,latin,spotify:track:12VjaTNEaCfDlvW1XPZTQ9,177209,0.0189,0.483
Nueva Era,"Duki, Myke Towers",82,03IpZ9yqJlo3EIgDQUgBSF,latin,spotify:track:03IpZ9yqJlo3EIgDQUgBSF,246889,0.267,0.724
PELIGROSA,FloyyMenor,81,5PCGEfALcpGtURIuTqvX0R,latin,spotify:track:5PCGEfALcpGtURIuTqvX0R,136944,0.319,0.442
Morena Canela,Chino Pacas,79,0NsGFMIo2aNbAkJu48ndaf,latin,spotify:track:0NsGFMIo2aNbAkJu48ndaf,178337,0.105,0.614
Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",89,0Sr7ssScx54yxdM2ols7nW,latin,spotify:track:0Sr7ssScx54yxdM2ols7nW,223320,0.103,0.681
DURO,Quevedo,76,1kyLInQ2qgYbK4wZxllfV2,latin,spotify:track:1kyLInQ2qgYbK4wZxllfV2,162205,0.223,0.719
PIÉNSALO,Junior H,84,4ZOkfHC38nxSeSqzGE5HFr,latin,spotify:track:4ZOkfHC38nxSeSqzGE5HFr,240669,0.452,0.536
EN MI MUNDO,"Jasiel Nuñez, Peso Pluma",75,0lQogzZgV4XwuUTasz3nPL,latin,spotify:track:0lQogzZgV4XwuUTasz3nPL,307565,0.396,0.594
Soltera,Shakira,86,3OJDtCdYs8QJnui708tEU3,latin,spotify:track:3OJDtCdYs8QJnui708tEU3,214643,0.167,0.752
DEGENERE 👑 (feat. benny blanco),"Myke Towers, benny blanco",79,4xISUrw0t2elabEhKrtAJ0,latin,spotify:track:4xISUrw0t2elabEhKrtAJ0,130880,0.0501,0.709
SE ME OLVIDA,"Maisak, Feid",84,2gmd7lY3QSzLh0xIY4cRvi,latin,spotify:track:2gmd7lY3QSzLh0xIY4cRvi,225373,0.0399,0.707
Hecha Pa' Mí,Grupo Frontera,82,1uGUbgZuO1kD1JZ0UeFupN,latin,spotify:track:1uGUbgZuO1kD1JZ0UeFupN,195846,0.0857,0.832
SE TE NOTA (feat. Peso Pluma),"Myke Towers, Peso Pluma",72,1iIrqtbY2aogEHhQkmrV7w,latin,spotify:track:1iIrqtbY2aogEHhQkmrV7w,190107,0.0565,0.616
EL LOKERON,Tito Double P,89,6X6m4xmdFcz31p1h7Qg68c,latin,spotify:track:6X6m4xmdFcz31p1h7Qg68c,146141,0.573,0.689
Ese Vato No Te Queda,"Carin Leon, Gabito Ballesteros",75,4Ndjd6DhKIC5IPoBIrMQuX,latin,spotify:track:4Ndjd6DhKIC5IPoBIrMQuX,198607,0.0292,0.74
Cholo 7,"Fuerza Regida, Luis R Conriquez",75,06ONHS2cu9I7fvzTz3NQvq,latin,spotify:track:06ONHS2cu9I7fvzTz3NQvq,157500,0.2,0.856
KINTSUGI,HUMBE,80,1qbql17v0Hazo94o5RUyWQ,latin,spotify:track:1qbql17v0Hazo94o5RUyWQ,237908,0.86,0.464
UWAIE,Kapo,86,5QjmUqgpPQgXgg4606DqZF,latin,spotify:track:5QjmUqgpPQgXgg4606DqZF,172427,0.138,0.783
IA,"Clarent, Mora",80,7lcbpfihslisNObKdHjyLo,latin,spotify:track:7lcbpfihslisNObKdHjyLo,171429,0.656,0.631
Siento que merezco más,LATIN MAFIA,73,4Z6pPinNzkGtbgAlE88263,latin,spotify:track:4Z6pPinNzkGtbgAlE88263,166159,0.262,0.445
AY MAMÁ,"Tito Double P, Grupo Frontera",85,2lAUq68F2bt7Kc218n9FPp,latin,spotify:track:2lAUq68F2bt7Kc218n9FPp,163115,0.366,0.764
En Otra Vida,"Yami Safdie, Lasso",79,0EhmTBq33eARyOz3SIi4P2,latin,spotify:track:0EhmTBq33eARyOz3SIi4P2,153609,0.929,0.162
No Son Doritos,"Clave Especial, Luis R Conriquez",81,2ss1LK5Kfnjo5EUaCbsgZM,latin,spotify:track:2ss1LK5Kfnjo5EUaCbsgZM,160714,0.539,0.834
Frente al Mar,Beéle,79,60u6hcpH5Qm1M3xESdNBrB,latin,spotify:track:60u6hcpH5Qm1M3xESdNBrB,165178,0.168,0.682
Soltera - W Sound 01,"W Sound, Blessd, Ovy On The Drums",82,13BDiikG6y5o5cQTK0HpW6,latin,spotify:track:13BDiikG6y5o5cQTK0HpW6,142022,0.155,0.578
DOS DÍAS,"Tito Double P, Peso Pluma",88,5lKFO0PrOC9jmOlPEdjHsL,latin,spotify:track:5lKFO0PrOC9jmOlPEdjHsL,154620,0.783,0.513
NO PIERDO LA VIDA,"Calle 24, Chuyin",77,44zZM2dn9AcOUt5XKUMNJ3,latin,spotify:track:44zZM2dn9AcOUt5XKUMNJ3,168547,0.184,0.824
Como Pacman,"Alemán, Gera MX",68,2TV1EuYnG5XqEyQSd1EB9X,latin,spotify:track:2TV1EuYnG5XqEyQSd1EB9X,148152,0.126,0.787
Rey Sin Reina,Julión Álvarez y su Norteño Banda,85,0BiDnJFB3TlRB6aji7jUz3,latin,spotify:track:0BiDnJFB3TlRB6aji7jUz3,150523,0.29,0.356
JACKPOT,"Belinda, Kenia OS",73,23W44WWCP8SibyP292TWo5,latin,spotify:track:23W44WWCP8SibyP292TWo5,193521,0.0012,0.806
noviogangsta <3,Emilia,77,7yrTny7FLWLbfIzsxoicWj,latin,spotify:track:7yrTny7FLWLbfIzsxoicWj,157209,0.25,0.872
Bandoleros,"Don Omar, Tego Calderón",68,4BxzNZpcm1j3JczZzGNe2k,latin,spotify:track:4BxzNZpcm1j3JczZzGNe2k,305280,0.318,0.896
Rucón,Alemán,69,78M7CiqTpJYoPQKkwjM48Z,latin,spotify:track:78M7CiqTpJYoPQKkwjM48Z,168560,0.0196,0.59
"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",70,2rOnSn2piaqLAlYjtfUBlY,indian,spotify:track:2rOnSn2piaqLAlYjtfUBlY,230292,0.615,0.63
